,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Category,Age Index,EnvironmentSatisfaction_Category,WorkLifeBalance_Category,JobInvolvement_Category
370,21,Yes,Travel_Rarely,156,Sales,12,Life Sciences,3,Female,90,4,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,Bachelor,Gen Z 18 - 23 Y,High,High,Very High
371,29,No,Travel_Rarely,1283,Research & Development,23,Life Sciences,4,Male,54,3,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
372,35,No,Travel_Rarely,755,Research & Development,9,Life Sciences,3,Male,97,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,Master,Millenials 24-38 Y,High,High,Good
373,27,No,Travel_Rarely,1469,Research & Development,1,Medical,4,Male,82,3,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,Bachelor,Millenials 24-38 Y,Very High,High,Better
374,28,No,Travel_Rarely,304,Sales,9,Life Sciences,2,Male,92,3,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,Master,Millenials 24-38 Y,Medium,High,Better
375,49,No,Travel_Rarely,1261,Research & Development,7,Other,2,Male,31,2,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,Bachelor,Gen X 39-54 Y,Medium,High,Good
376,51,No,Travel_Rarely,1178,Sales,14,Life Sciences,3,Female,87,3,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,Bachelor,Gen X 39-54 Y,High,Medium,Better
377,36,No,Travel_Rarely,329,Research & Development,2,Life Sciences,4,Female,96,3,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
378,34,Yes,Non-Travel,1362,Sales,19,Marketing,1,Male,67,4,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,Bachelor,Millenials 24-38 Y,Low,Medium,Very High
379,55,No,Travel_Rarely,1311,Research & Development,2,Life Sciences,3,Female,97,3,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,Bachelor,Gen Boomers >= 55 Y,High,High,Better
380,24,No,Travel_Rarely,1371,Sales,10,Marketing,4,Female,77,3,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,Master,Millenials 24-38 Y,Very High,Best,Better
381,30,No,Travel_Rarely,202,Sales,2,Technical Degree,3,Male,72,3,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,Bachelor,Millenials 24-38 Y,High,High,Better
382,26,Yes,Travel_Frequently,575,Research & Development,3,Technical Degree,3,Male,73,3,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,Bachelor,Millenials 24-38 Y,High,High,Better
383,22,No,Travel_Rarely,253,Research & Development,11,Medical,1,Female,43,3,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,Bachelor,Gen Z 18 - 23 Y,Low,High,Better
384,36,No,Travel_Rarely,164,Sales,2,Medical,2,Male,61,2,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,Bachelor,Millenials 24-38 Y,Medium,High,Good
385,30,Yes,Travel_Frequently,464,Research & Development,4,Technical Degree,3,Male,40,3,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,Bachelor,Millenials 24-38 Y,High,High,Better
386,37,No,Travel_Rarely,1107,Research & Development,14,Life Sciences,4,Female,95,3,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
387,40,No,Travel_Rarely,759,Sales,2,Marketing,4,Female,46,3,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,Bachelor,Gen X 39-54 Y,Very High,High,Better
388,42,No,Travel_Rarely,201,Research & Development,1,Life Sciences,2,Female,95,3,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,Master,Gen X 39-54 Y,Medium,High,Better
389,37,No,Travel_Rarely,1305,Research & Development,10,Life Sciences,3,Male,49,3,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,Master,Millenials 24-38 Y,High,Medium,Better
390,43,No,Travel_Rarely,982,Research & Development,12,Life Sciences,1,Male,59,2,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,Bachelor,Gen X 39-54 Y,Low,High,Good
391,40,No,Travel_Rarely,555,Research & Development,2,Medical,2,Female,78,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,Bachelor,Gen X 39-54 Y,Medium,High,Good
392,54,No,Travel_Rarely,821,Research & Development,5,Medical,1,Male,86,3,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,Bachelor,Gen X 39-54 Y,Low,Medium,Better
393,34,No,Non-Travel,1381,Sales,4,Marketing,3,Female,72,3,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,Master,Millenials 24-38 Y,High,High,Better
394,31,No,Travel_Rarely,480,Research & Development,7,Medical,2,Female,31,3,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,Bachelor,Millenials 24-38 Y,Medium,Low,Better
395,43,No,Travel_Frequently,313,Research & Development,21,Medical,4,Male,61,3,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,Bachelor,Gen X 39-54 Y,Very High,High,Better
396,43,No,Travel_Rarely,1473,Research & Development,8,Other,3,Female,74,3,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,Master,Gen X 39-54 Y,High,High,Better
397,25,No,Travel_Rarely,891,Sales,4,Life Sciences,2,Female,99,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,Bachelor,Millenials 24-38 Y,Medium,High,Good
398,37,No,Non-Travel,1063,Research & Development,25,Medical,2,Female,72,3,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,Doctor,Millenials 24-38 Y,Medium,High,Better
399,31,No,Travel_Rarely,329,Research & Development,1,Life Sciences,4,Male,98,2,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,Bachelor,Millenials 24-38 Y,Very High,High,Good
400,39,No,Travel_Frequently,1218,Research & Development,1,Life Sciences,2,Male,52,3,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,Bachelor,Gen X 39-54 Y,Medium,High,Better
401,56,No,Travel_Frequently,906,Sales,6,Life Sciences,3,Female,86,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,Bachelor,Gen Boomers >= 55 Y,High,Medium,Very High
402,30,No,Travel_Rarely,1082,Sales,12,Technical Degree,2,Female,83,3,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,Bachelor,Millenials 24-38 Y,Medium,High,Better
403,41,No,Travel_Rarely,645,Sales,1,Marketing,2,Male,49,4,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,Bachelor,Gen X 39-54 Y,Medium,High,Very High
404,28,No,Travel_Rarely,1300,Research & Development,17,Medical,3,Male,79,3,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,Bachelor,Millenials 24-38 Y,High,High,Better
405,25,Yes,Travel_Rarely,688,Research & Development,3,Medical,1,Male,91,3,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,Bachelor,Millenials 24-38 Y,Low,High,Better
406,52,No,Travel_Rarely,319,Research & Development,3,Medical,4,Male,39,2,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,Bachelor,Gen X 39-54 Y,Very High,High,Good
407,45,No,Travel_Rarely,192,Research & Development,10,Life Sciences,1,Male,69,3,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,Bachelor,Gen X 39-54 Y,Low,Medium,Better
408,52,No,Travel_Rarely,1490,Research & Development,4,Life Sciences,4,Female,30,3,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,Bachelor,Gen X 39-54 Y,Very High,Low,Better
409,42,No,Travel_Frequently,532,Research & Development,29,Life Sciences,1,Female,92,3,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,Bachelor,Gen X 39-54 Y,Low,High,Better
410,30,No,Travel_Rarely,317,Research & Development,2,Life Sciences,3,Female,43,1,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,Bachelor,Millenials 24-38 Y,High,High,Bad
411,60,No,Travel_Rarely,422,Research & Development,7,Life Sciences,1,Female,41,3,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,Bachelor,Gen Boomers >= 55 Y,Low,Low,Better
412,46,No,Travel_Rarely,1485,Research & Development,18,Medical,3,Female,87,3,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,Bachelor,Gen X 39-54 Y,High,Medium,Better
413,42,No,Travel_Frequently,1368,Research & Development,28,Technical Degree,4,Female,88,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,Master,Gen X 39-54 Y,Very High,Best,Good
414,24,Yes,Travel_Rarely,1448,Sales,1,Technical Degree,1,Female,62,3,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,Bachelor,Millenials 24-38 Y,Low,High,Better
415,34,Yes,Travel_Frequently,296,Sales,6,Marketing,4,Female,33,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,Bachelor,Millenials 24-38 Y,Very High,Medium,Bad
416,38,No,Travel_Frequently,1490,Research & Development,2,Life Sciences,4,Male,42,3,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Better
417,40,No,Travel_Rarely,1398,Sales,2,Life Sciences,3,Female,79,3,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,Master,Gen X 39-54 Y,High,High,Better
418,26,No,Travel_Rarely,1349,Research & Development,23,Life Sciences,1,Female,90,3,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,Bachelor,Millenials 24-38 Y,Low,Low,Better
419,30,No,Non-Travel,1400,Research & Development,3,Life Sciences,3,Male,53,3,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,Bachelor,Millenials 24-38 Y,High,Low,Better
420,29,No,Travel_Rarely,986,Research & Development,3,Medical,2,Male,93,2,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,Master,Millenials 24-38 Y,Medium,High,Good
421,29,Yes,Travel_Rarely,408,Research & Development,25,Technical Degree,3,Female,71,2,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,Doctor,Millenials 24-38 Y,High,Best,Good
422,19,Yes,Travel_Rarely,489,Human Resources,2,Technical Degree,1,Male,52,2,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,Bachelor,Gen Z 18 - 23 Y,Low,Best,Good
423,30,No,Non-Travel,1398,Sales,22,Other,3,Female,69,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,Master,Millenials 24-38 Y,High,High,Better
424,57,No,Travel_Rarely,210,Sales,29,Marketing,1,Male,56,2,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,Bachelor,Gen Boomers >= 55 Y,Low,Medium,Good
425,50,No,Travel_Rarely,1099,Research & Development,29,Life Sciences,2,Male,88,2,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,Master,Gen X 39-54 Y,Medium,High,Good
426,30,No,Non-Travel,1116,Research & Development,2,Medical,3,Female,49,3,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,Bachelor,Millenials 24-38 Y,High,Medium,Better
427,60,No,Travel_Frequently,1499,Sales,28,Marketing,3,Female,80,2,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,Bachelor,Gen Boomers >= 55 Y,High,Best,Good
428,47,No,Travel_Rarely,983,Research & Development,2,Medical,1,Female,65,3,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,Bachelor,Gen X 39-54 Y,Low,High,Better
429,46,No,Travel_Rarely,1009,Research & Development,2,Life Sciences,1,Male,51,3,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,Bachelor,Gen X 39-54 Y,Low,Low,Better
430,35,No,Travel_Rarely,144,Research & Development,22,Life Sciences,4,Male,46,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,Bachelor,Millenials 24-38 Y,Very High,High,Bad
431,54,No,Travel_Rarely,548,Research & Development,8,Life Sciences,3,Female,42,3,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,Master,Gen X 39-54 Y,High,High,Better
432,34,No,Travel_Rarely,1303,Research & Development,2,Life Sciences,4,Male,62,2,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,Master,Millenials 24-38 Y,Very High,High,Good
433,46,No,Travel_Rarely,1125,Sales,10,Marketing,3,Female,94,2,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,Bachelor,Gen X 39-54 Y,High,High,Good
434,31,No,Travel_Rarely,1274,Research & Development,9,Life Sciences,3,Male,33,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,Bachelor,Millenials 24-38 Y,High,Best,Better
435,33,Yes,Travel_Rarely,1277,Research & Development,15,Medical,2,Male,56,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,Bachelor,Millenials 24-38 Y,Medium,Best,Better
436,33,Yes,Travel_Rarely,587,Research & Development,10,Medical,1,Male,38,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,Bachelor,Millenials 24-38 Y,Low,High,Bad
437,30,No,Travel_Rarely,413,Sales,7,Marketing,4,Male,57,3,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
438,35,No,Travel_Rarely,1276,Research & Development,16,Life Sciences,4,Male,72,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Better
439,31,Yes,Travel_Frequently,534,Research & Development,20,Life Sciences,1,Male,66,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Low,High,Better
440,34,Yes,Travel_Frequently,988,Human Resources,23,Human Resources,2,Female,43,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,Bachelor,Millenials 24-38 Y,Medium,High,Better
441,42,No,Travel_Frequently,1474,Research & Development,5,Other,2,Male,97,3,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,Bachelor,Gen X 39-54 Y,Medium,High,Better
442,36,No,Non-Travel,635,Sales,10,Medical,2,Male,32,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,Master,Millenials 24-38 Y,Medium,Medium,Better
443,22,Yes,Travel_Frequently,1368,Research & Development,4,Technical Degree,3,Male,99,2,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,Bachelor,Gen Z 18 - 23 Y,High,High,Good
444,48,No,Travel_Rarely,163,Sales,2,Marketing,2,Female,37,3,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,Doctor,Gen X 39-54 Y,Medium,High,Better
445,55,No,Travel_Rarely,1117,Sales,18,Life Sciences,1,Female,83,3,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,Doctor,Gen Boomers >= 55 Y,Low,High,Better
446,41,No,Non-Travel,267,Sales,10,Life Sciences,4,Male,56,3,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,Bachelor,Gen X 39-54 Y,Very High,High,Better
447,35,No,Travel_Rarely,619,Sales,1,Marketing,2,Male,85,3,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,Bachelor,Millenials 24-38 Y,Medium,High,Better
448,40,No,Travel_Rarely,302,Research & Development,6,Life Sciences,2,Female,75,3,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,Bachelor,Gen X 39-54 Y,Medium,High,Better
449,39,No,Travel_Frequently,443,Research & Development,8,Life Sciences,3,Female,48,3,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,Bachelor,Gen X 39-54 Y,High,High,Better
450,31,No,Travel_Rarely,828,Sales,2,Life Sciences,2,Male,77,3,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,Bachelor,Millenials 24-38 Y,Medium,Best,Better
451,42,No,Travel_Rarely,319,Research & Development,24,Medical,4,Male,56,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,Bachelor,Gen X 39-54 Y,Very High,Medium,Better
452,45,No,Travel_Rarely,561,Sales,2,Other,4,Male,61,3,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,Bachelor,Gen X 39-54 Y,Very High,Best,Better
453,26,Yes,Travel_Frequently,426,Human Resources,17,Life Sciences,2,Female,58,3,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,Master,Millenials 24-38 Y,Medium,Medium,Better
454,29,No,Travel_Rarely,232,Research & Development,19,Technical Degree,4,Male,34,3,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,Bachelor,Millenials 24-38 Y,Very High,Best,Better
455,33,No,Travel_Rarely,922,Research & Development,1,Medical,1,Female,95,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,Doctor,Millenials 24-38 Y,Low,High,Very High
456,31,No,Travel_Rarely,688,Sales,7,Life Sciences,3,Male,44,2,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,Bachelor,Millenials 24-38 Y,High,Medium,Good
457,18,Yes,Travel_Frequently,1306,Sales,5,Marketing,2,Male,69,3,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,Bachelor,Gen Z 18 - 23 Y,Medium,High,Better
458,40,No,Non-Travel,1094,Sales,28,Other,3,Male,58,1,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,Bachelor,Gen X 39-54 Y,High,High,Bad
459,41,No,Non-Travel,509,Research & Development,2,Other,1,Female,62,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,Master,Gen X 39-54 Y,Low,High,Good
460,26,No,Travel_Rarely,775,Sales,29,Medical,1,Male,45,3,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,Bachelor,Millenials 24-38 Y,Low,High,Better
461,35,No,Travel_Rarely,195,Sales,1,Medical,1,Female,80,3,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,Bachelor,Millenials 24-38 Y,Low,High,Better
462,34,No,Travel_Rarely,258,Sales,21,Life Sciences,4,Male,74,4,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,Master,Millenials 24-38 Y,Very High,High,Very High
463,26,Yes,Travel_Rarely,471,Research & Development,24,Technical Degree,3,Male,66,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,Bachelor,Millenials 24-38 Y,High,Low,Bad
464,37,No,Travel_Rarely,799,Research & Development,1,Technical Degree,2,Female,59,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,Bachelor,Millenials 24-38 Y,Medium,Best,Better
465,46,No,Travel_Frequently,1034,Research & Development,18,Medical,1,Female,86,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,Bachelor,Gen X 39-54 Y,Low,Medium,Better
466,41,No,Travel_Rarely,1276,Sales,2,Life Sciences,2,Female,91,3,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,Doctor,Gen X 39-54 Y,Medium,High,Better
467,37,No,Non-Travel,142,Sales,9,Medical,1,Male,69,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,Master,Millenials 24-38 Y,Low,High,Better
468,52,No,Travel_Rarely,956,Research & Development,6,Technical Degree,4,Male,78,3,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,Bachelor,Gen X 39-54 Y,Very High,High,Better
469,32,Yes,Non-Travel,1474,Sales,11,Other,4,Male,60,4,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,Master,Millenials 24-38 Y,Very High,High,Very High
470,24,No,Travel_Frequently,535,Sales,24,Medical,4,Male,38,3,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,Bachelor,Millenials 24-38 Y,Very High,High,Better
471,38,No,Travel_Rarely,1495,Research & Development,10,Medical,3,Female,76,3,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,Bachelor,Millenials 24-38 Y,High,High,Better
472,37,No,Travel_Rarely,446,Research & Development,1,Life Sciences,2,Female,65,3,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,Master,Millenials 24-38 Y,Medium,Medium,Better
473,49,No,Travel_Rarely,1245,Research & Development,18,Life Sciences,4,Male,58,2,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,Master,Gen X 39-54 Y,Very High,High,Good
474,24,No,Travel_Rarely,691,Research & Development,23,Medical,2,Male,89,4,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,Bachelor,Millenials 24-38 Y,Medium,High,Very High
475,26,No,Travel_Rarely,703,Sales,28,Marketing,1,Male,66,3,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,Bachelor,Millenials 24-38 Y,Low,Best,Better
476,24,No,Travel_Rarely,823,Research & Development,17,Other,4,Male,94,2,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Good
477,50,No,Travel_Frequently,1246,Human Resources,3,Medical,1,Male,99,3,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,Bachelor,Gen X 39-54 Y,Low,High,Better
478,25,No,Travel_Rarely,622,Sales,13,Medical,2,Male,40,3,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,Bachelor,Millenials 24-38 Y,Medium,High,Better
479,24,Yes,Travel_Frequently,1287,Research & Development,7,Life Sciences,1,Female,55,3,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,Bachelor,Millenials 24-38 Y,Low,High,Better
480,30,Yes,Travel_Frequently,448,Sales,12,Life Sciences,2,Male,74,2,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,Master,Millenials 24-38 Y,Medium,Best,Good
481,34,No,Travel_Rarely,254,Research & Development,1,Life Sciences,2,Male,83,2,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,Bachelor,Millenials 24-38 Y,Medium,High,Good
482,31,Yes,Travel_Rarely,1365,Sales,13,Medical,2,Male,46,3,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,Master,Millenials 24-38 Y,Medium,Low,Better
483,35,No,Travel_Rarely,538,Research & Development,25,Other,1,Male,54,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,Bachelor,Millenials 24-38 Y,Low,High,Good
484,31,No,Travel_Rarely,525,Sales,6,Medical,1,Male,66,4,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,Master,Millenials 24-38 Y,Low,Best,Very High
485,27,No,Travel_Rarely,798,Research & Development,6,Medical,1,Female,66,2,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,Master,Millenials 24-38 Y,Low,Medium,Good
486,37,No,Travel_Rarely,558,Sales,2,Marketing,4,Male,75,3,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
487,20,No,Travel_Rarely,959,Research & Development,1,Life Sciences,4,Female,83,2,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,Bachelor,Gen Z 18 - 23 Y,Very High,Best,Good
488,42,No,Travel_Rarely,622,Research & Development,2,Life Sciences,3,Female,81,3,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,Master,Gen X 39-54 Y,High,High,Better
489,43,No,Travel_Rarely,782,Research & Development,6,Other,2,Male,50,2,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,Master,Gen X 39-54 Y,Medium,Medium,Good
490,38,No,Travel_Rarely,362,Research & Development,1,Life Sciences,3,Female,43,3,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,Bachelor,Millenials 24-38 Y,High,Medium,Better
491,43,No,Travel_Frequently,1001,Research & Development,9,Medical,4,Male,72,3,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,Doctor,Gen X 39-54 Y,Very High,High,Better
492,48,No,Travel_Rarely,1236,Research & Development,1,Life Sciences,4,Female,40,2,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,Master,Gen X 39-54 Y,Very High,Low,Good
